SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
166,77604,38,77604,4,760,1,760,603,160
151,74004,84,74004,3,833,3,833,604,183
96,52532,32,52532,5,807,8,807,605,157
166,79427,35,79427,2,814,9,814,602,157
92,49449,39,49449,6,811,11,811,605,173
129,76421,59,76421,3,787,8,787,603,155
248,122897,52,122897,3,803,8,803,600,183
72,36937,20,36937,3,815,9,815,600,176
71,44736,18,44736,1,774,2,774,602,145
350,234734,81,234734,6,840,10,840,604,149
198,102810,45,102810,3,818,4,818,600,151
69,35482,26,35482,4,804,5,804,603,158
115,41248,28,41248,6,849,6,849,603,158
396,231450,129,231450,0,812,3,812,600,164
136,84507,46,84507,4,839,7,839,601,168
137,47996,12,47996,4,821,8,821,602,160
218,127754,62,127754,5,857,3,857,600,151
139,76213,36,76213,4,790,12,790,601,172
100,58933,20,58933,5,853,5,853,601,165
190,86600,33,86600,4,856,4,856,605,158
364,230746,81,230746,4,786,6,786,600,151
224,110251,30,110251,8,815,6,815,602,168
367,208702,116,208702,5,844,10,844,602,180
86,61423,22,61423,1,809,7,809,601,167
96,55836,18,55836,5,866,8,866,603,160
247,194270,111,194270,3,833,6,833,602,160
216,135360,72,135360,0,814,12,814,604,174
95,31385,17,31385,7,787,8,787,603,179
54,33349,14,33349,8,794,8,794,603,161
244,152491,61,152491,2,796,4,796,600,163
182,70133,36,70133,6,846,5,846,603,165
56,45526,15,45526,4,754,9,754,602,157
86,49889,19,49889,3,813,1,813,605,150
91,59880,20,59880,2,774,3,774,604,148
357,140920,73,140920,2,863,7,863,600,170
68,50511,16,50511,2,852,7,852,600,151
224,118461,60,118461,2,821,10,821,605,172
155,76444,38,76444,5,837,3,837,602,157
123,51483,24,51483,5,835,6,835,602,164
357,118095,58,118095,6,793,4,793,605,158
166,122438,76,122438,6,764,6,764,601,161
26,23452,14,23452,1,717,6,717,600,164
243,159347,84,159347,5,804,7,804,604,172
322,149580,39,149580,5,807,2,807,600,147
250,135468,73,135468,3,815,6,815,603,174
97,58853,29,58853,2,842,3,842,600,152
76,50214,18,50214,3,768,6,768,601,173
139,95406,36,95406,3,800,4,800,601,181
127,62121,32,62121,5,842,9,842,601,157
197,107215,40,107215,1,772,10,772,601,172
166,82151,46,82151,3,767,7,767,602,178
271,157785,72,157785,5,828,6,828,600,179
1282,725812,297,725812,5,830,6,830,600,153
137,65951,21,65951,4,794,2,794,605,162
365,209286,84,209286,4,805,8,805,604,171
102,62463,33,62463,1,856,8,856,600,166
194,83579,27,83579,1,836,11,836,602,175
74,29836,28,29836,4,799,6,799,602,169
134,80820,40,80820,6,802,7,802,604,181
280,107634,32,107634,9,860,9,860,600,155
246,178202,55,178202,3,777,7,777,603,183
35,28821,7,28821,6,844,6,844,602,161
434,204822,71,204822,3,779,3,779,601,152
75,40357,15,40357,4,791,7,791,604,163
38,23521,9,23521,8,822,4,822,602,167
136,65407,26,65407,4,797,4,797,605,152
110,61198,30,61198,9,855,7,855,604,172
175,104081,64,104081,6,790,4,790,601,170
428,210647,125,210647,4,766,4,766,602,164
54,42935,31,42935,2,812,7,812,603,173
242,135024,76,135024,3,792,6,792,605,161
113,65180,27,65180,5,791,8,791,600,164
51,36346,19,36346,8,765,7,765,600,182
243,81031,42,81031,2,787,9,787,600,163
205,72552,33,72552,3,796,7,796,603,172
141,87675,61,87675,2,800,8,800,602,176
139,65216,24,65216,6,763,4,763,604,161
220,108440,44,108440,3,784,7,784,603,163
91,49630,21,49630,9,824,4,824,603,169
201,136836,44,136836,7,793,6,793,604,165
249,117466,81,117466,3,801,5,801,603,150
157,84263,31,84263,2,756,2,756,602,146
144,96508,37,96508,4,828,9,828,602,171
179,87530,75,87530,6,787,7,787,600,168
135,67451,42,67451,4,777,2,777,602,161
248,126581,47,126581,6,829,6,829,603,157
95,64174,35,64174,5,847,9,847,604,175
63,48762,17,48762,2,826,5,826,601,157
377,202130,115,202130,7,800,7,800,604,170
214,125184,62,125184,2,778,6,778,600,164
153,116766,77,116766,4,836,9,836,605,160
130,127776,53,127776,1,790,8,790,600,159
201,145497,76,145497,4,808,5,808,603,189
510,235445,143,235445,2,837,7,837,602,177
209,141985,69,141985,6,769,5,769,602,162
147,72823,29,72823,5,780,6,780,600,158
357,180370,78,180370,8,836,5,836,604,170
169,87296,44,87296,4,813,8,813,600,184
190,94811,36,94811,5,788,4,788,605,147
164,66295,25,66295,1,820,3,820,603,166
199,80609,36,80609,2,822,7,822,600,162
166,81801,46,81801,4,822,10,822,603,177
244,165512,79,165512,2,821,10,821,604,164
117,62578,24,62578,6,785,4,785,603,147
96,55330,25,55330,2,802,2,802,602,165
181,113661,58,113661,4,829,8,829,602,171
164,97797,47,97797,6,859,4,859,605,157
68,44905,34,44905,6,811,4,811,605,158
115,45209,39,45209,5,819,7,819,600,163
217,103551,46,103551,7,829,7,829,602,168
216,85702,65,85702,3,760,7,760,602,163
232,102438,49,102438,5,833,4,833,602,172
285,123185,49,123185,2,813,3,813,604,161
76,46222,27,46222,6,846,7,846,605,181
103,49614,31,49614,4,853,5,853,602,159
230,116149,48,116149,4,796,3,796,604,172
259,119838,51,119838,6,773,8,773,603,171
154,96570,33,96570,2,838,3,838,603,169
79,59050,41,59050,2,813,4,813,604,164
159,103353,43,103353,1,755,4,755,603,160
151,76544,36,76544,4,852,3,852,605,155
72,49597,30,49597,6,834,12,834,601,167
166,85604,60,85604,2,812,5,812,601,171
359,212737,75,212737,3,796,3,796,604,165
135,80125,45,80125,5,786,6,786,600,160
62,33511,13,33511,5,833,8,833,603,168
128,68420,29,68420,3,829,12,829,604,168
253,99611,35,99611,0,770,5,770,605,160
281,156568,52,156568,6,759,6,759,602,161
100,51005,18,51005,5,812,5,812,600,185
87,62664,37,62664,4,800,5,800,602,157
163,113152,46,113152,3,767,8,767,601,167
351,299976,122,299976,2,789,7,789,605,176
145,88291,34,88291,8,830,7,830,603,148
82,44979,20,44979,5,789,4,789,601,166
117,50926,29,50926,7,844,8,844,603,176
140,86568,49,86568,6,851,4,851,600,157
238,96812,57,96812,2,801,5,801,604,165
143,81290,29,81290,2,781,6,781,605,152
125,52777,36,52777,4,807,10,807,603,182
92,54348,32,54348,4,821,5,821,602,165
157,111777,42,111777,4,794,4,794,602,163
98,40277,17,40277,5,797,4,797,600,159
106,64433,33,64433,2,824,6,824,602,169
76,72154,32,72154,3,802,5,802,605,156
80,55620,21,55620,1,829,9,829,605,170
147,85762,66,85762,5,852,7,852,603,178
74,49300,26,49300,5,826,8,826,600,172
75,44098,9,44098,1,783,5,783,603,154
197,78335,30,78335,7,859,12,859,603,178
200,96125,49,96125,2,791,5,791,604,157
226,146687,102,146687,2,831,8,831,601,191
146,78290,46,78290,3,816,5,816,601,167
334,163890,50,163890,4,803,9,803,603,151
76,46584,22,46584,8,765,8,765,604,162
54,34371,14,34371,3,772,7,772,601,146
470,280854,174,280854,8,815,5,815,602,164
78,60134,24,60134,4,882,7,882,600,194
104,55499,26,55499,5,852,6,852,601,164
51,48574,33,48574,3,799,5,799,601,194
217,81199,32,81199,0,797,6,797,601,154
206,85300,31,85300,6,823,3,823,605,164
57,44624,15,44624,5,801,9,801,602,165
73,41725,15,41725,4,771,6,771,604,156
188,91830,28,91830,3,813,5,813,601,160
58,50072,31,50072,3,796,9,796,603,156
300,145176,52,145176,1,786,9,786,604,170
47,25523,18,25523,1,773,8,773,603,167
273,143622,61,143622,4,797,9,797,601,168
61,52612,13,52612,4,772,1,772,603,154
57,43066,9,43066,3,807,5,807,605,156
95,60975,35,60975,4,803,4,803,600,170
97,60430,26,60430,2,737,8,737,600,177
59,49712,24,49712,6,842,8,842,602,161
147,96097,44,96097,5,826,6,826,602,165
111,80084,21,80084,5,785,7,785,600,169
389,151734,50,151734,5,797,6,797,604,170
164,107133,35,107133,1,754,3,754,602,148
300,129978,61,129978,3,797,7,797,602,158
58,34701,24,34701,5,787,5,787,600,166
274,141676,85,141676,7,782,12,782,600,198
1024,514969,350,514969,2,846,9,846,605,159
138,69865,23,69865,2,775,3,775,603,155
331,164064,96,164064,7,782,5,782,605,174
88,42099,37,42099,2,753,7,753,605,168
108,74838,46,74838,4,822,14,822,603,174
203,134598,75,134598,3,787,7,787,604,164
150,87151,36,87151,2,827,8,827,603,161
163,95210,43,95210,2,798,6,798,603,165
151,92646,46,92646,5,811,3,811,603,166
67,39882,15,39882,3,803,7,803,605,150
332,152941,68,152941,3,821,4,821,603,156
161,63505,27,63505,3,820,1,820,605,157
190,96045,53,96045,4,837,13,837,603,203
87,39885,16,39885,6,880,5,880,600,172
56,32060,24,32060,3,823,6,823,603,165
78,42698,30,42698,6,854,4,854,600,164
94,52309,25,52309,4,829,6,829,601,165
215,112578,53,112578,2,847,9,847,602,177
192,155078,54,155078,2,810,6,810,603,173
142,89498,21,89498,1,831,6,831,603,154
233,103344,42,103344,5,806,5,806,602,165
268,173530,71,173530,5,820,5,820,601,156
58,34322,12,34322,7,778,4,778,603,156
133,58194,19,58194,5,827,5,827,601,158
313,196865,67,196865,7,835,4,835,603,167
133,84216,71,84216,2,828,7,828,602,171
139,69000,35,69000,8,809,5,809,601,175
225,141371,68,141371,3,846,6,846,604,165
90,70949,31,70949,2,800,3,800,604,153
111,66795,31,66795,3,857,9,857,603,163
61,41451,14,41451,5,845,4,845,601,141
411,172665,93,172665,2,784,6,784,605,155
94,33586,10,33586,1,826,8,826,603,163
251,145519,92,145519,5,787,6,787,602,174
110,71872,45,71872,5,838,5,838,602,172
420,194412,109,194412,1,835,4,835,600,158
380,178183,115,178183,2,844,10,844,603,165
118,76387,49,76387,4,821,10,821,605,178
142,79901,34,79901,3,859,7,859,602,166
214,99201,50,99201,6,796,8,796,602,168
132,58596,23,58596,6,817,4,817,600,172
188,107050,65,107050,3,739,9,739,604,179
116,84373,29,84373,4,815,7,815,604,160
140,79936,31,79936,1,794,8,794,600,176
791,437969,119,437969,1,761,8,761,600,162
666,392599,117,392599,6,721,8,721,601,155
420,205204,117,205204,2,887,8,887,601,169
323,98777,49,98777,3,811,8,811,605,154
111,53465,24,53465,6,800,5,800,605,152
143,110771,47,110771,2,831,2,831,605,155
160,115490,47,115490,4,833,5,833,602,165
151,58585,29,58585,7,775,4,775,605,155
159,74970,41,74970,3,835,2,835,604,153
108,72957,28,72957,2,811,6,811,600,160
260,156096,73,156096,2,828,10,828,602,175
117,65940,38,65940,2,878,6,878,600,167
119,73513,22,73513,2,831,2,831,601,159
52,32171,15,32171,7,810,7,810,603,160
58,30906,24,30906,2,848,3,848,600,146
279,136158,51,136158,9,800,9,800,604,173
120,81054,60,81054,2,790,5,790,600,168
162,111990,58,111990,5,823,3,823,603,178
79,57353,33,57353,4,825,4,825,602,169
147,94249,24,94249,4,792,8,792,603,156
116,50070,22,50070,4,802,7,802,603,187
889,429908,165,429908,4,786,8,786,604,181
198,169135,86,169135,3,790,6,790,603,173
111,85271,27,85271,1,791,6,791,603,168
96,49386,17,49386,3,848,7,848,603,153
